chrom	start	end	gene_polyA	feature	strand
3L	891776	891834	NM_001274300_895313	last_intron	+
3L	896974	897029	NM_001038890_897364	last_intron	+
3L	898401	898463	NM_001038891_898772	last_intron	+
3L	980191	980276	NM_001274306_980603	last_intron	+
3L	982103	982174	NM_001274305_982582	last_intron	+
3L	984058	984136	NM_001103998_984436	last_intron	+
3L	984276	985361	NM_001103997_985622	last_intron	+
3L	986044	988595	NM_001104000_991298	last_intron	+
3L	986044	988595	NM_001299967_993788	last_intron	+
3L	987439	991092	NM_001316474_993788	last_intron	+
3L	987825	988595	NM_001299966_993788	last_intron	+
3L	987825	988595	NM_138229_993687	last_intron	+
3L	994916	994975	NM_206227_995703	last_intron	+
3L	998291	998350	NM_143703_995982	last_intron	-
3L	998291	998350	NM_206228_997210	last_intron	-
3L	1035956	1036031	NM_138231_1036298	last_intron	+
3L	1039215	1039795	NM_001274310_1036369	last_intron	-
3L	1039233	1039795	NM_001274312_1036369	last_intron	-
3L	1142921	1143349	NM_001274313_1140429	last_intron	-
3L	1189824	1189891	NM_138235_1190472	last_intron	+
3L	1191113	1191172	NM_138236_1190384	last_intron	-
3L	1198486	1198554	NM_167856_1199339	last_intron	+
3L	1202797	1202881	NM_167858_1201871	last_intron	-
3L	1204286	1204554	NM_138237_1203316	last_intron	-
3L	1230841	1230901	NM_001274314_1232700	last_intron	+
3L	1233649	1233704	NM_001038894_1234015	last_intron	+
3L	1234912	1234975	NM_001038895_1235420	last_intron	+
3L	1241221	1241276	NM_138240_1242025	last_intron	+
3L	1241991	1242075	NM_057470_1241568	last_intron	-
3L	1246487	1246553	NM_206230_1246073	last_intron	-
3L	1247947	1248255	NM_001202087_1250451	last_intron	+
3L	1248188	1248255	NM_138243_1250451	last_intron	+
3L	1255044	1255487	NM_001031921_1255986	last_intron	+
3L	1273073	1273953	NM_138247_1274498	last_intron	+
3L	1285110	1287931	NM_001014555_1288331	last_intron	+
3L	1294038	1294092	NM_001274317_1295699	last_intron	+
3L	1294038	1294092	NM_167865_1294382	last_intron	+
3L	1296835	1296908	NM_138249_1298497	last_intron	+
3L	1299200	1299318	NM_058044_1300389	last_intron	+
3L	1304223	1304279	NM_138250_1304717	last_intron	+
3L	1310314	1310627	NM_176270_1311805	last_intron	+
3L	1312660	1312719	NM_138253_1311719	last_intron	-
3L	1317785	1317848	NM_001274320_1318330	last_intron	+
3L	1322450	1322540	NM_138255_1321792	last_intron	-
3L	1322702	1322751	NM_167869_1321792	last_intron	-
3L	1329320	1329400	NM_057586_1329617	last_intron	+
3L	1330964	1331279	NM_057654_1331543	last_intron	+
3L	1331170	1331279	NM_001274321_1331543	last_intron	+
3L	1331170	1331279	NM_057655_1331631	last_intron	+
3L	1331818	1331873	NM_138256_1332326	last_intron	+
3L	1333632	1333688	NM_001274322_1333239	last_intron	-
3L	1337540	1337602	NM_138259_1339415	last_intron	+
3L	1341861	1341927	NM_001274323_1339460	last_intron	-
3L	1342633	1344403	NM_057340_1342493	last_intron	-
3L	1344529	1344625	NM_001274324_1342719	last_intron	-
3L	1344529	1344625	NM_057339_1343983	last_intron	-
3L	1351789	1351852	NM_001274325_1352108	last_intron	+
3L	1351789	1351852	NM_138261_1352853	last_intron	+
3L	1386596	1386668	NM_080051_1387437	last_intron	+
3L	1401204	1401264	NM_001104002_1401612	last_intron	+
3L	1411473	1411523	NM_138262_1413089	last_intron	+
3L	1417390	1417446	NM_138263_1417933	last_intron	+
3L	1434922	1434986	NM_138265_1434336	last_intron	-
3L	1466907	1467039	NM_001274326_1468944	last_intron	+
3L	1466907	1467039	NM_079159_1468475	last_intron	+
3L	1476522	1476581	NM_176272_1475438	last_intron	-
3L	1491918	1491983	NM_001274328_1490951	last_intron	-
3L	1491918	1491983	NM_138268_1491370	last_intron	-
3L	1498230	1498292	NM_001169844_1496853	last_intron	-
3L	1503928	1503986	NM_138269_1503226	last_intron	-
3L	1522644	1522706	NM_001259617_1523380	last_intron	+
3L	1523856	1523913	NM_001274330_1523414	last_intron	-
3L	1543592	1543653	NM_139363_1544823	last_intron	+
3L	1545103	1545169	NM_001274333_1544828	last_intron	-
3L	1551801	1551864	NM_001274335_1553236	last_intron	+
3L	1551801	1551864	NM_001299969_1553504	last_intron	+
3L	1554401	1554460	NM_139365_1555315	last_intron	+
3L	1556003	1556062	NM_139366_1555363	last_intron	-
3L	1559104	1559158	NM_001274336_1559863	last_intron	+
3L	1562997	1563965	NM_139369_1559813	last_intron	-
3L	1565567	1566171	NM_139368_1567802	last_intron	+
3L	1573764	1573993	NM_139370_1574732	last_intron	+
3L	1573764	1574987	NM_001104004_1575620	last_intron	+
3L	1573764	1574987	NM_001299970_1576330	last_intron	+
3L	1598404	1598464	NM_001202088_1600320	last_intron	+
3L	1599914	1599978	NM_001274337_1600845	last_intron	+
3L	1601933	1601997	NM_001299971_1600942	last_intron	-
3L	1601933	1602484	NM_001274338_1600726	last_intron	-
3L	1601933	1602484	NM_139372_1600942	last_intron	-
3L	1608288	1616517	NM_001031927_1617355	last_intron	+
3L	1616762	1616819	NM_001169850_1617355	last_intron	+
3L	1616762	1616828	NM_001031926_1617355	last_intron	+
3L	1617621	1617706	NM_139376_1617348	last_intron	-
3L	1618617	1618847	NM_206233_1620397	last_intron	+
3L	1622665	1622731	NM_167902_1623413	last_intron	+
3L	1622665	1622731	NM_167903_1623159	last_intron	+
3L	1624597	1624669	NM_001169852_1623179	last_intron	-
3L	1632454	1633057	NM_001259618_1630348	last_intron	-
3L	1632454	1633708	NM_167906_1632193	last_intron	-
3L	1632454	1634504	NM_001274341_1630348	last_intron	-
3L	1632454	1635185	NM_057710_1631912	last_intron	-
3L	1632454	1635185	NM_167904_1632193	last_intron	-
3L	1632454	1635185	NM_167905_1630348	last_intron	-
3L	1638854	1638908	NM_139379_1637942	last_intron	-
3L	1638854	1639041	NM_167907_1637942	last_intron	-
3L	1643955	1644011	NM_058047_1641066	last_intron	-
3L	1650852	1650912	NM_001299973_1651501	last_intron	+
3L	1652264	1652331	NM_139383_1651432	last_intron	-
3L	1653575	1653634	NM_001274343_1654112	last_intron	+
3L	1653575	1653634	NM_001316449_1654238	last_intron	+
3L	1654726	1654806	NM_001259619_1654247	last_intron	-
3L	1654726	1655253	NM_001104005_1654247	last_intron	-
3L	1655151	1655253	NM_139385_1654879	last_intron	-
3L	1660857	1661108	NM_001299974_1660599	last_intron	-
3L	1661165	1661226	NM_167910_1660599	last_intron	-
3L	1666034	1666089	NM_001274344_1666594	last_intron	+
3L	1666034	1666089	NM_139386_1666383	last_intron	+
3L	1667735	1667808	NM_079162_1667192	last_intron	-
3L	1669023	1669078	NM_139387_1668901	last_intron	-
3L	1670688	1670742	NM_139388_1670407	last_intron	-
3L	1694644	1694716	NM_139389_1696412	last_intron	+
3L	1701904	1702293	NM_001274345_1700956	last_intron	-
3L	1701904	1702293	NM_139390_1701356	last_intron	-
3L	1712783	1712840	NM_001202089_1715541	last_intron	+
3L	1716556	1716674	NM_001274346_1715710	last_intron	-
3L	1716556	1716674	NM_058102_1715595	last_intron	-
3L	1716556	1716796	NM_167911_1715595	last_intron	-
3L	1716943	1717002	NM_001259620_1715710	last_intron	-
3L	1716943	1717002	NM_001274348_1715595	last_intron	-
3L	1731520	1731588	NM_001274349_1731246	last_intron	-
3L	1731520	1731588	NM_139396_1730993	last_intron	-
3L	1736910	1736964	NM_001274350_1735853	last_intron	-
3L	1743834	1743903	NM_001299975_1745421	last_intron	+
3L	1749654	1749717	NM_001202090_1752390	last_intron	+
3L	1749654	1749720	NM_001274351_1752390	last_intron	+
3L	1753310	1753437	NM_001259621_1752328	last_intron	-
3L	1753310	1753437	NM_001274353_1752543	last_intron	-
3L	1758654	1758715	NM_001169853_1759208	last_intron	+
3L	1760488	1760557	NM_206236_1759172	last_intron	-
3L	1773369	1773422	NM_001274356_1771809	last_intron	-
3L	1779310	1779384	NM_001274357_1779111	last_intron	-
3L	1779310	1779384	NM_001274358_1778485	last_intron	-
3L	1793500	1795198	NM_167916_1789631	last_intron	-
3L	1796837	1796901	NM_057658_1797307	last_intron	+
3L	1798349	1798413	NM_139405_1798610	last_intron	+
3L	1800699	1800759	NM_057994_1802184	last_intron	+
3L	1802743	1802803	NM_001274360_1802008	last_intron	-
3L	1802753	1802803	NM_001274361_1802008	last_intron	-
3L	1804355	1804416	NM_001202091_1804910	last_intron	+
3L	1805708	1806235	NM_001299976_1806920	last_intron	+
3L	1805708	1806235	NM_206238_1806819	last_intron	+
3L	1821419	1821806	NM_167920_1822213	last_intron	+
3L	1822098	1822393	NM_139408_1822903	last_intron	+
3L	1824704	1825054	NM_001144396_1824129	last_intron	-
3L	1832994	1834288	NM_001144397_1832636	last_intron	-
3L	1841187	1841760	NM_001274364_1840398	last_intron	-
3L	1841187	1841760	NM_139411_1840281	last_intron	-
3L	1851418	1851484	NM_001202092_1850915	last_intron	-
3L	1851418	1851484	NM_139412_1851272	last_intron	-
3L	1851418	1851661	NM_001274365_1850915	last_intron	-
3L	1857403	1857464	NM_139413_1859047	last_intron	+
3L	1857403	1857509	NM_001202093_1859047	last_intron	+
3L	1857403	1857512	NM_167921_1859047	last_intron	+
3L	1861676	1861929	NM_001202094_1859115	last_intron	-
3L	1861676	1862060	NM_057509_1859115	last_intron	-
3L	1865917	1867140	NM_001274367_1868644	last_intron	+
3L	1865917	1867140	NM_001299978_1869491	last_intron	+
3L	1865917	1867140	NM_139414_1867863	last_intron	+
3L	1870085	1870146	NM_001202095_1871564	last_intron	+
3L	1871917	1872353	NM_057262_1871574	last_intron	-
3L	1871917	1872581	NM_167922_1871574	last_intron	-
3L	1876781	1876847	NM_001169854_1876551	last_intron	-
3L	1884248	1884322	NM_001299979_1883795	last_intron	-
3L	1884248	1884322	NM_001299980_1883892	last_intron	-
3L	1890857	1890918	NM_139417_1891462	last_intron	+
3L	1894263	1894321	NM_001104007_1893408	last_intron	-
3L	1902706	1909899	NM_001274370_1900494	last_intron	-
3L	1925522	1932653	NM_139420_1933602	last_intron	+
3L	1934214	1934271	NM_001299981_1933633	last_intron	-
3L	1942237	1942299	NM_139422_1942872	last_intron	+
3L	1943196	1943252	NM_001169855_1942734	last_intron	-
3L	1949643	1949707	NM_001274371_1950262	last_intron	+
3L	1950699	1950760	NM_139424_1950306	last_intron	-
3L	1966306	1966364	NM_001274372_1966805	last_intron	+
3L	1967139	1967199	NM_001274373_1966725	last_intron	-
3L	1973944	1974000	NM_139429_1974285	last_intron	+
3L	2003662	2005118	NM_001274374_2003109	last_intron	-
3L	2020766	2020821	NM_001144398_2020554	last_intron	-
3L	2022352	2022404	NM_001144399_2022070	last_intron	-
3L	2027965	2028020	NM_001104009_2028326	last_intron	+
3L	2037473	2037528	NM_001104008_2037371	last_intron	-
3L	2040572	2040775	NM_001274375_2039681	last_intron	-
3L	2091129	2091247	NM_001259622_2088538	last_intron	-
3L	2091129	2091247	NM_079937_2090498	last_intron	-
3L	2117623	2118766	NM_001043113_2117466	last_intron	-
3L	2122960	2123299	NM_001043112_2122619	last_intron	-
3L	2154407	2154478	NM_001144400_2153201	last_intron	-
3L	2168784	2168954	NM_139437_2167550	last_intron	-
3L	2170692	2170822	NM_001299983_2169553	last_intron	-
3L	2170692	2170822	NM_143811_2169622	last_intron	-
3L	2173981	2174136	NM_139439_2172995	last_intron	-
3L	2186368	2186495	NM_139440_2187676	last_intron	+
3L	2190410	2191141	NM_001259634_2189160	last_intron	-
3L	2190410	2191939	NM_143808_2189160	last_intron	-
3L	2197395	2197456	NM_139441_2198089	last_intron	+
3L	2231647	2231704	NM_139443_2235253	last_intron	+
3L	2235578	2235828	NM_139444_2235284	last_intron	-
3L	2235972	2236049	NM_167938_2235646	last_intron	-
3L	2242635	2242881	NM_001274391_2243719	last_intron	+
3L	2248093	2248145	NM_001169856_2248614	last_intron	+
3L	2252196	2252247	NM_167940_2252729	last_intron	+
3L	2253271	2253328	NM_139446_2252744	last_intron	-
3L	2253271	2253328	NM_167941_2252753	last_intron	-
3L	2258517	2258579	NM_001274393_2258922	last_intron	+
3L	2261107	2261452	NM_139448_2258839	last_intron	-
3L	2263294	2263355	NM_139449_2263615	last_intron	+
3L	2265422	2265495	NM_139450_2263581	last_intron	-
3L	2266531	2266603	NM_139451_2267640	last_intron	+
3L	2270508	2270942	NM_079164_2269881	last_intron	-
3L	2277450	2277508	NM_139453_2278038	last_intron	+
3L	2299273	2299762	NM_001274394_2300944	last_intron	+
3L	2343750	2343851	NM_001274395_2345799	last_intron	+
3L	2368425	2368629	NM_001169857_2368014	last_intron	-
3L	2368425	2368629	NM_001299984_2367843	last_intron	-
3L	2370048	2370105	NM_139458_2368014	last_intron	-
3L	2372463	2372525	NM_139459_2372876	last_intron	+
3L	2373067	2373128	NM_001144401_2372844	last_intron	-
3L	2374675	2374728	NM_139460_2376488	last_intron	+
3L	2377220	2377275	NM_139461_2376484	last_intron	-
3L	2379443	2402554	NM_001202097_2409103	last_intron	+
3L	2388781	2402554	NM_139462_2409103	last_intron	+
3L	2389840	2389900	NM_001144402_2389583	last_intron	-
3L	2400616	2402554	NM_001202098_2409103	last_intron	+
3L	2461268	2463056	NM_001169858_2464558	last_intron	+
3L	2461268	2463056	NM_001169859_2464849	last_intron	+
3L	2461268	2463056	NM_001202104_2464571	last_intron	+
3L	2461268	2465102	NM_001202100_2466353	last_intron	+
3L	2462984	2463056	NM_167949_2464849	last_intron	+
3L	2465577	2465969	NM_001202103_2466353	last_intron	+
3L	2475117	2475180	NM_139465_2474667	last_intron	-
3L	2477118	2477184	NM_139466_2476259	last_intron	-
3L	2488890	2490979	NM_167951_2492613	last_intron	+
3L	2489009	2490979	NM_167950_2492613	last_intron	+
3L	2490488	2490979	NM_139468_2492613	last_intron	+
3L	2490847	2490979	NM_001299991_2492613	last_intron	+
3L	2498346	2498405	NM_001031933_2499226	last_intron	+
3L	2499623	2499690	NM_001259640_2499372	last_intron	-
3L	2508573	2508638	NM_001259641_2508047	last_intron	-
3L	2508573	2508638	NM_001259642_2505245	last_intron	-
3L	2508573	2508638	NM_001259648_2506571	last_intron	-
3L	2556729	2556791	NM_001274402_2555774	last_intron	-
3L	2556729	2556791	NM_001274404_2554847	last_intron	-
3L	2587890	2588083	NM_079987_2588883	last_intron	+
3L	2594465	2594521	NM_079166_2595590	last_intron	+
3L	2595975	2596031	NM_139472_2596998	last_intron	+
3L	2597142	2597193	NM_001274405_2596967	last_intron	-
3L	2597142	2597193	NM_001299993_2595842	last_intron	-
3L	2599832	2599896	NM_139473_2600242	last_intron	+
3L	2600959	2601020	NM_001202106_2601461	last_intron	+
3L	2600959	2601020	NM_139475_2601536	last_intron	+
3L	2604279	2607692	NM_079167_2601455	last_intron	-
3L	2611159	2611315	NM_167957_2609735	last_intron	-
3L	2640926	2641011	NM_001144403_2641984	last_intron	+
3L	2642887	2643194	NM_139477_2642184	last_intron	-
3L	2645464	2645632	NM_001274406_2647192	last_intron	+
3L	2645464	2645632	NM_139478_2646605	last_intron	+
3L	2649205	2649256	NM_001202107_2650205	last_intron	+
3L	2650960	2651018	NM_001274408_2650161	last_intron	-
3L	2653906	2653969	NM_001144405_2655455	last_intron	+
3L	2657672	2658213	NM_001274409_2655415	last_intron	-
3L	2659748	2659806	NM_206257_2660745	last_intron	+
3L	2661319	2661382	NM_206256_2661501	last_intron	+
3L	2663456	2663515	NM_001104013_2663622	last_intron	+
3L	2663456	2663521	NM_206258_2663622	last_intron	+
3L	2672893	2673064	NM_001274410_2670608	last_intron	-
3L	2724058	2724676	NM_001144406_2719689	last_intron	-
3L	2724058	2724676	NM_001144407_2719415	last_intron	-
3L	2724058	2724676	NM_001259651_2717615	last_intron	-
3L	2767142	2767216	NM_139488_2768392	last_intron	+
3L	2769977	2770041	NM_139489_2768466	last_intron	-
3L	2773046	2773104	NM_139490_2772560	last_intron	-
3L	2774486	2774567	NM_139491_2780677	last_intron	+
3L	2774493	2774567	NM_001274412_2780677	last_intron	+
3L	2781130	2781193	NM_079169_2782105	last_intron	+
3L	2784501	2784995	NM_001274413_2786010	last_intron	+
3L	2791277	2791431	NM_001259652_2786207	last_intron	-
3L	2791277	2791431	NM_001259653_2786487	last_intron	-
3L	2884259	2885895	NM_139496_2883641	last_intron	-
3L	2941624	2944022	NM_001104015_2946408	last_intron	+
3L	2948892	2953011	NM_001259655_2953979	last_intron	+
3L	2951194	2951257	NM_001202111_2950174	last_intron	-
3L	2952107	2953011	NM_001259656_2953979	last_intron	+
3L	2952810	2953011	NM_001043115_2953979	last_intron	+
3L	2956436	2957330	NM_001202108_2959579	last_intron	+
3L	2956873	2957330	NM_001202109_2959579	last_intron	+
3L	2959947	2960013	NM_001038898_2959722	last_intron	-
3L	2963451	2963559	NM_001169860_2963788	last_intron	+
3L	2983042	2983159	NM_139499_2983551	last_intron	+
3L	2995264	2995322	NM_139500_2996155	last_intron	+
3L	2995264	2995334	NM_001274417_2996155	last_intron	+
3L	3002295	3008528	NM_001299996_3011860	last_intron	+
3L	3003721	3008528	NM_001274418_3011860	last_intron	+
3L	3015241	3015305	NM_001299997_3014761	last_intron	-
3L	3015241	3015305	NM_167969_3014966	last_intron	-
3L	3016378	3016445	NM_167970_3016150	last_intron	-
3L	3025921	3025984	NM_001274419_3024532	last_intron	-
3L	3025921	3025984	NM_080118_3024129	last_intron	-
3L	3039818	3039926	NM_001169861_3040469	last_intron	+
3L	3043846	3043904	NM_001274421_3044174	last_intron	+
3L	3044869	3044972	NM_139504_3044113	last_intron	-
3L	3048166	3048645	NM_139505_3050159	last_intron	+
3L	3050697	3051004	NM_167972_3051765	last_intron	+
3L	3054250	3054316	NM_206259_3054906	last_intron	+
3L	3054480	3054539	NM_139506_3054906	last_intron	+
3L	3056752	3056818	NM_139508_3055908	last_intron	-
3L	3088119	3088191	NM_001104016_3088634	last_intron	+
3L	3088119	3088191	NM_167976_3090406	last_intron	+
3L	3088119	3088191	NM_167984_3088493	last_intron	+
3L	3091819	3091879	NM_139511_3090985	last_intron	-
3L	3110818	3110868	NM_001259657_3110128	last_intron	-
3L	3111577	3111740	NM_001347774_3111233	last_intron	-
3L	3116031	3117082	NM_001259658_3114450	last_intron	-
3L	3116031	3117082	NM_001274422_3115748	last_intron	-
3L	3116031	3117082	NM_001274424_3115335	last_intron	-
3L	3116031	3117082	NM_167987_3114559	last_intron	-
3L	3117973	3118033	NM_001274423_3117448	last_intron	-
3L	3129423	3129586	NM_001104019_3128034	last_intron	-
3L	3129423	3129586	NM_001104020_3128666	last_intron	-
3L	3129423	3129586	NM_001274425_3128832	last_intron	-
3L	3129859	3129925	NM_001259659_3129463	last_intron	-
3L	3147470	3147531	NM_001259660_3145405	last_intron	-
3L	3151372	3152454	NM_001144408_3154225	last_intron	+
3L	3151372	3152454	NM_001259662_3155678	last_intron	+
3L	3151372	3152454	NM_001274427_3154934	last_intron	+
3L	3157141	3157199	NM_139517_3158408	last_intron	+
3L	3159215	3159273	NM_139518_3158485	last_intron	-
3L	3160099	3160170	NM_079173_3162019	last_intron	+
3L	3165264	3165577	NM_001274428_3163786	last_intron	-
3L	3168265	3168334	NM_001299998_3169080	last_intron	+
3L	3171106	3171163	NM_167996_3171767	last_intron	+
3L	3175337	3175431	NM_139522_3172817	last_intron	-
3L	3183799	3184248	NM_001274431_3185287	last_intron	+
3L	3183997	3184248	NM_001274430_3185287	last_intron	+
3L	3183997	3184251	NM_206262_3185287	last_intron	+
3L	3184037	3184248	NM_139523_3185287	last_intron	+
3L	3184037	3184251	NM_001274429_3185287	last_intron	+
3L	3186296	3186348	NM_001169862_3186549	last_intron	+
3L	3186899	3186962	NM_167997_3187245	last_intron	+
3L	3187808	3187866	NM_139524_3188106	last_intron	+
3L	3188331	3188388	NM_001169864_3188025	last_intron	-
3L	3190014	3190119	NM_139525_3190623	last_intron	+
3L	3193367	3194498	NM_001274433_3197059	last_intron	+
3L	3198431	3198751	NM_167998_3197863	last_intron	-
3L	3210907	3210966	NM_139528_3211348	last_intron	+
3L	3211432	3211494	NM_001316473_3211110	last_intron	-
3L	3211432	3211494	NM_139532_3210992	last_intron	-
3L	3219344	3219430	NM_139533_3220925	last_intron	+
3L	3221283	3221466	NM_001169865_3221114	last_intron	-
3L	3221283	3221466	NM_168004_3220911	last_intron	-
3L	3223927	3224313	NM_139535_3224650	last_intron	+
3L	3231796	3231908	NM_168007_3232192	last_intron	+
3L	3232239	3232297	NM_139536_3236604	last_intron	+
3L	3232239	3232300	NM_206263_3236604	last_intron	+
3L	3237664	3237741	NM_139537_3236947	last_intron	-
3L	3237664	3237741	NM_168008_3236805	last_intron	-
3L	3244079	3244146	NM_139538_3243274	last_intron	-
3L	3244079	3244165	NM_001259664_3243274	last_intron	-
3L	3248248	3248355	NM_001259665_3249044	last_intron	+
3L	3267547	3267608	NM_139539_3267845	last_intron	+
3L	3267547	3267608	NM_168009_3268184	last_intron	+
3L	3268548	3268615	NM_001104021_3268994	last_intron	+
3L	3274480	3275491	NM_139540_3276255	last_intron	+
3L	3289188	3290302	NM_001259667_3290896	last_intron	+
3L	3289188	3290332	NM_001259668_3290896	last_intron	+
3L	3290074	3290302	NM_001259666_3290896	last_intron	+
3L	3296315	3296374	NM_001259669_3299000	last_intron	+
3L	3300047	3300722	NM_139543_3299336	last_intron	-
3L	3312749	3312814	NM_001274435_3313476	last_intron	+
3L	3312749	3312814	NM_168015_3314009	last_intron	+
3L	3318589	3318691	NM_139547_3318028	last_intron	-
3L	3319905	3320514	NM_001169867_3322489	last_intron	+
3L	3320356	3320514	NM_168022_3322489	last_intron	+
3L	3322842	3322909	NM_001274437_3322025	last_intron	-
3L	3322842	3322909	NM_139549_3322484	last_intron	-
3L	3328183	3328250	NM_168024_3328626	last_intron	+
3L	3330654	3330710	NM_139551_3333181	last_intron	+
3L	3333692	3333744	NM_139552_3333119	last_intron	-
3L	3366310	3367514	NM_001202112_3368133	last_intron	+
3L	3366773	3367514	NM_001274439_3368133	last_intron	+
3L	3366962	3367514	NM_001274438_3368133	last_intron	+
3L	3367010	3367514	NM_001104022_3368133	last_intron	+
3L	3367215	3367514	NM_206266_3368133	last_intron	+
3L	3372850	3372969	NM_139554_3370451	last_intron	-
3L	3372850	3372969	NM_168029_3371287	last_intron	-
3L	3376034	3376090	NM_168030_3376649	last_intron	+
3L	3376947	3376998	NM_001300000_3377992	last_intron	+
3L	3376947	3376998	NM_139556_3377687	last_intron	+
3L	3379796	3379863	NM_139557_3380083	last_intron	+
3L	3404921	3416803	NM_079178_3402816	last_intron	-
3L	3404921	3424424	NM_168031_3401153	last_intron	-
3L	3429083	3432203	NM_001259670_3428665	last_intron	-
3L	3429083	3432203	NM_001259672_3428658	last_intron	-
3L	3429083	3443457	NM_001259671_3428658	last_intron	-
3L	3465852	3465908	NM_001014556_3466303	last_intron	+
3L	3467372	3467425	NM_079179_3468098	last_intron	+
3L	3467372	3467432	NM_206267_3468098	last_intron	+
3L	3469322	3469382	NM_139560_3468023	last_intron	-
3L	3471856	3471926	NM_168032_3471555	last_intron	-
3L	3484379	3484457	NM_001259675_3483832	last_intron	-
3L	3504803	3504887	NM_001274441_3505316	last_intron	+
3L	3507207	3507297	NM_001274440_3510895	last_intron	+
3L	3600491	3607501	NM_001043116_3608549	last_intron	+
3L	3600491	3607501	NM_001043121_3610521	last_intron	+
3L	3614253	3614310	NM_001144409_3615244	last_intron	+
3L	3616420	3616476	NM_139564_3616682	last_intron	+
3L	3620691	3620741	NM_001316432_3620433	last_intron	-
3L	3649338	3652714	NM_001104023_3653442	last_intron	+
3L	3654328	3654435	NM_139566_3653405	last_intron	-
3L	3714057	3714110	NM_001259677_3714578	last_intron	+
3L	3714057	3714110	NM_001300001_3714717	last_intron	+
3L	3717407	3718195	NM_001104024_3717217	last_intron	-
3L	3717407	3718195	NM_206268_3714826	last_intron	-
3L	3753811	3753879	NM_139569_3753693	last_intron	-
3L	3790855	3791086	NM_168040_3791560	last_intron	+
3L	3804764	3805820	NM_139572_3803832	last_intron	-
3L	3808109	3808165	NM_139573_3809090	last_intron	+
3L	3813053	3813116	NM_139575_3813958	last_intron	+
3L	3813360	3813450	NM_206269_3813958	last_intron	+
3L	3816046	3816100	NM_001316457_3815924	last_intron	-
3L	3816046	3816100	NM_079182_3815839	last_intron	-
3L	3817721	3817783	NM_001202115_3818154	last_intron	+
3L	3817721	3817783	NM_079181_3818383	last_intron	+
3L	3825750	3828387	NM_206271_3828525	last_intron	+
3L	3839523	3839605	NM_001274449_3841232	last_intron	+
3L	3839523	3839632	NM_001104026_3841232	last_intron	+
3L	3839523	3839632	NM_206270_3842326	last_intron	+
3L	3860761	3860890	NM_001274450_3861692	last_intron	+
3L	3894114	3894168	NM_001274452_3894833	last_intron	+
3L	3896108	3896183	NM_001144411_3894999	last_intron	-
3L	3897091	3897147	NM_001274453_3897498	last_intron	+
3L	3897940	3898003	NM_139578_3897444	last_intron	-
3L	3901770	3901852	NM_206272_3899259	last_intron	-
3L	3901770	3902526	NM_001274454_3899259	last_intron	-
3L	3901770	3903003	NM_168043_3899431	last_intron	-
3L	3904621	3904683	NM_139579_3905035	last_intron	+
3L	3905539	3905601	NM_139580_3907813	last_intron	+
3L	3908531	3908778	NM_001274455_3907852	last_intron	-
3L	3908531	3909003	NM_079186_3907852	last_intron	-
3L	3908531	3909003	NM_168044_3907857	last_intron	-
3L	3911914	3913625	NM_001202116_3909973	last_intron	-
3L	3911914	3913625	NM_001202117_3911690	last_intron	-
3L	3937393	3937452	NM_001300002_3936060	last_intron	-
3L	3937393	3937452	NM_139581_3936597	last_intron	-
3L	3938895	3938958	NM_139582_3938624	last_intron	-
3L	3941304	3941371	NM_139583_3941008	last_intron	-
3L	3945600	3945657	NM_001274456_3947278	last_intron	+
3L	3945600	3945657	NM_139584_3946447	last_intron	+
3L	3948406	3948486	NM_139585_3948687	last_intron	+
3L	3951486	3951751	NM_001274457_3951193	last_intron	-
3L	3959896	3959964	NM_206274_3956855	last_intron	-
3L	3959896	3961571	NM_001274458_3954251	last_intron	-
3L	3959896	3961571	NM_001274459_3958391	last_intron	-
3L	3959896	3961571	NM_206275_3956855	last_intron	-
3L	3985490	3986523	NM_001274461_3994003	last_intron	+
3L	3985490	3986523	NM_079187_3988569	last_intron	+
3L	4004341	4004415	NM_001259679_4005577	last_intron	+
3L	4004341	4004515	NM_139589_4006626	last_intron	+
3L	4020652	4020708	NM_001259680_4021279	last_intron	+
3L	4022553	4022820	NM_001316436_4023501	last_intron	+
3L	4022553	4022820	NM_139590_4023058	last_intron	+
3L	4023216	4023275	NM_001274462_4022974	last_intron	-
3L	4023216	4023275	NM_168046_4022700	last_intron	-
3L	4028323	4028393	NM_168048_4028600	last_intron	+
3L	4031747	4031808	NM_001259681_4032032	last_intron	+
3L	4033413	4033463	NM_001031934_4033583	last_intron	+
3L	4035474	4035534	NM_001031935_4035703	last_intron	+
3L	4037387	4037446	NM_168052_4037575	last_intron	+
3L	4038579	4038641	NM_001274463_4037523	last_intron	-
3L	4041693	4041752	NM_139595_4042597	last_intron	+
3L	4047456	4047592	NM_139597_4046988	last_intron	-
3L	4047456	4047698	NM_001274464_4046988	last_intron	-
3L	4057596	4057652	NM_139596_4059660	last_intron	+
3L	4061226	4061281	NM_001274465_4061923	last_intron	+
3L	4063888	4063974	NM_080071_4064551	last_intron	+
3L	4066284	4066346	NM_001274466_4064152	last_intron	-
3L	4069640	4069702	NM_001169870_4070281	last_intron	+
3L	4072431	4072489	NM_080091_4072032	last_intron	-
3L	4075538	4075595	NM_001274467_4074077	last_intron	-
3L	4090142	4090272	NM_001259682_4090900	last_intron	+
3L	4090142	4090272	NM_001259683_4092706	last_intron	+
3L	4090142	4090272	NM_001300003_4091302	last_intron	+
